city,precinct,zip,race,party,sex,age,turf,voted01,voted00,voted99,family,famsize,represen,reached,other,goaway,nothome,bad,cant,nothing,contact,treatmen,primary
DETROIT,,48221,,,F,26,1224,1,1,0,23426,1,1,0,0,0,1,,0,0,0,1,0
DETROIT,,48221,,,F,74,1224,1,1,0,23427,2,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,79,1224,1,1,0,23428,1,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,48,1225,1,0,0,23429,2,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,69,1224,1,1,0,23432,2,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,66,1227,1,1,0,23436,1,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,29,1224,0,0,0,23439,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,76,1224,1,1,0,23444,2,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,58,1224,0,0,0,23448,2,1,0,0,0,1,,0,0,0,1,0
DETROIT,,48221,,,F,33,1224,0,1,0,23455,4,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,41,1227,1,1,0,23457,3,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,50,1224,1,1,0,23461,3,1,0,0,1,0,,0,0,0,1,1
DETROIT,,48221,,,F,46,1225,1,1,0,23462,1,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,63,1226,1,0,0,23464,2,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,23,1220,0,0,0,23468,1,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,57,1227,0,1,0,23469,2,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,38,1224,1,0,0,23470,1,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,101,1225,0,0,0,23473,3,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,49,1224,1,1,0,23474,1,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,54,1224,1,1,0,23476,1,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,49,1224,0,0,0,23478,3,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,60,1226,1,1,0,23485,2,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,37,1227,0,0,0,23488,3,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,50,1224,1,1,0,23489,3,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,36,1224,0,0,0,23490,3,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,30,1224,0,1,0,23491,4,1,0,0,0,1,,0,0,0,1,0
DETROIT,,48221,,,F,46,1224,1,1,0,23494,2,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,79,1226,1,1,0,23499,1,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,54,1227,1,1,0,23501,3,1,0,0,0,0,,0,1,0,1,1
DETROIT,,48221,,,F,60,1224,1,0,0,23506,2,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,43,1224,0,0,0,23510,1,1,0,0,1,0,,0,0,0,1,0
DETROIT,,48221,,,F,50,1224,0,0,0,23512,3,1,0,0,0,1,,0,0,0,1,0
DETROIT,,48221,,,F,47,1227,0,0,0,23519,1,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,70,1224,1,1,0,23520,2,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,22,1224,0,1,0,23523,3,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,88,1227,1,0,0,23524,1,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,89,1225,1,0,0,23526,2,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,35,1220,0,1,0,23531,4,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,39,1224,0,0,0,23534,4,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,61,1227,0,0,0,23539,1,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,40,1224,1,1,0,23544,1,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,70,1225,0,1,0,23545,1,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,59,1224,0,0,0,23547,3,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,51,1224,1,1,0,23549,4,1,0,0,0,1,,0,0,0,1,0
DETROIT,,48221,,,F,71,1225,1,1,0,23550,3,1,0,0,0,0,,0,1,0,1,1
DETROIT,,48221,,,F,38,1227,0,0,0,23561,3,1,0,0,0,1,,0,0,0,1,0
DETROIT,,48221,,,F,44,1225,0,0,0,23563,1,1,0,0,0,1,,0,0,0,1,0
DETROIT,,48221,,,F,59,1224,0,0,0,23571,3,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,42,1224,1,1,0,23572,3,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,84,1224,0,0,0,23573,1,1,0,0,0,1,,0,0,0,1,0
DETROIT,,48221,,,F,29,1224,1,1,0,23574,1,1,0,0,0,1,,0,0,0,1,0
DETROIT,,48221,,,F,45,1227,0,0,0,23577,1,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,37,1227,0,0,0,23578,4,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,46,1226,0,0,0,23579,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,70,1225,1,1,0,23582,3,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,57,1226,1,1,0,23584,2,1,0,0,0,1,,0,0,0,1,0
DETROIT,,48221,,,F,87,1227,1,0,0,23585,4,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,33,1222,0,0,0,23586,3,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,74,1225,0,1,0,23587,2,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,31,1226,1,0,0,23590,2,1,0,0,0,1,,0,0,0,1,0
DETROIT,,48221,,,F,101,1227,0,0,0,23591,1,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,51,1225,0,1,0,23592,1,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,45,1226,1,1,0,23594,2,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,64,1225,1,1,0,23596,1,1,0,0,0,0,,0,1,0,1,1
DETROIT,,48221,,,F,22,1227,0,1,0,23597,1,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,101,1226,0,0,0,23598,3,1,0,0,0,1,,0,0,0,1,0
DETROIT,,48221,,,F,87,1226,1,1,0,23599,1,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,24,1227,0,1,0,23600,3,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,101,1226,0,1,0,23601,2,1,0,0,0,1,,0,0,0,1,0
DETROIT,,48221,,,F,51,1227,1,1,0,23603,4,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,65,1226,1,1,0,23607,4,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,31,1227,1,0,0,23615,2,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,24,1226,0,1,0,23616,3,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,74,1227,1,1,0,23619,3,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,31,1226,1,1,0,23627,2,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,80,1227,1,1,0,23628,1,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,47,1225,1,0,0,23632,3,1,0,0,0,0,,0,1,0,1,1
DETROIT,,48221,,,F,34,1227,1,1,0,23638,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,46,1226,1,1,0,23645,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,25,1227,0,1,0,23646,2,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,67,1226,1,1,0,23647,2,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,70,1227,1,1,0,23649,4,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,75,1225,1,1,0,23650,1,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,51,1222,1,0,0,23652,1,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,68,1226,1,1,0,23653,1,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,56,1225,1,1,0,23655,1,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,39,1227,0,1,0,23657,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,52,1227,0,0,0,23659,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,45,1227,1,1,0,23663,2,1,0,0,0,0,,0,1,0,1,1
DETROIT,,48221,,,F,33,1222,0,0,0,23664,3,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,76,1226,1,1,0,23665,1,1,0,0,0,0,,0,1,0,1,1
DETROIT,,48221,,,F,59,1225,0,0,0,23666,1,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,41,1227,0,0,0,23671,4,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,82,1226,1,1,0,23673,2,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,47,1225,1,1,0,23678,1,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,74,1227,0,1,0,23679,1,1,0,0,0,1,,0,0,0,1,0
DETROIT,,48221,,,F,49,1222,0,1,0,23684,3,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,70,1226,0,0,0,23685,3,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,77,1227,0,0,0,23686,3,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,52,1226,1,0,0,23688,3,1,0,0,0,0,,0,1,0,1,1
DETROIT,,48221,,,F,67,1225,0,1,0,23689,2,1,0,0,0,0,,0,1,0,1,1
DETROIT,,48221,,,F,44,1227,1,1,0,23691,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,82,1227,1,1,0,23693,1,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,66,1226,1,1,0,23695,2,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,64,1225,1,1,0,23697,1,1,0,0,0,0,,0,1,0,1,1
DETROIT,,48221,,,F,57,1222,0,0,0,23700,1,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,57,1226,0,1,0,23704,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,43,1226,0,0,0,23706,3,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,79,1227,0,1,0,23707,4,1,0,0,0,0,,0,1,0,1,1
DETROIT,,48221,,,F,71,1226,1,1,0,23708,2,1,0,0,0,0,,0,1,0,1,1
DETROIT,,48221,,,F,46,1227,0,1,0,23709,1,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,26,1225,0,0,0,23711,1,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,36,1222,0,0,0,23712,4,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,36,1226,1,1,0,23716,4,1,0,0,0,0,,0,1,0,1,1
DETROIT,,48221,,,F,69,1226,1,1,0,23720,2,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,56,1227,0,0,0,23722,3,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,41,1222,0,1,0,23723,2,1,0,0,0,0,,0,1,0,1,1
DETROIT,,48221,,,F,77,1225,1,1,0,23724,2,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,45,1226,1,1,0,23729,2,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,74,1225,0,0,0,23731,2,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,42,1222,0,0,0,23733,3,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,49,1226,0,1,0,23734,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,31,1226,1,1,0,23741,3,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,31,1225,1,1,0,23742,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,42,1226,1,1,0,23746,1,1,0,0,0,0,,0,1,0,1,1
DETROIT,,48221,,,F,41,1227,0,1,0,23747,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,54,1227,1,1,0,23878,2,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,48,1227,1,1,0,23885,1,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,69,1227,0,0,0,23891,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,41,1227,0,0,0,23898,1,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,51,1227,1,1,0,23904,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,68,1227,0,0,0,23928,1,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,72,1227,0,0,0,23938,2,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,61,1227,1,1,0,23967,3,1,0,0,0,0,,0,1,0,1,1
DETROIT,,48221,,,F,77,1227,1,0,0,23985,3,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,44,1201,0,0,0,24747,3,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,60,1201,1,1,0,24752,1,1,0,0,0,1,,0,0,0,1,0
DETROIT,,48221,,,F,40,1201,0,1,0,24773,3,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,28,1201,1,1,0,24803,3,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,63,1201,1,1,0,24809,1,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,76,1201,0,0,0,24818,1,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,59,1201,0,1,0,24821,4,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,79,1201,1,1,0,24829,2,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,47,1201,0,0,0,24839,3,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,67,1201,1,1,0,24846,3,1,0,0,0,0,,0,1,0,1,1
DETROIT,,48221,,,F,78,1201,1,1,0,24853,3,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,63,1201,1,1,0,24855,1,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,55,1201,0,1,0,24866,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,58,1201,1,1,0,24912,1,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,57,1201,0,1,0,24930,1,1,0,0,0,0,,0,1,0,1,1
DETROIT,,48221,,,F,26,1201,1,1,0,24950,3,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,32,1201,1,0,0,24955,1,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,23,1201,0,0,0,24961,1,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,44,1201,0,1,0,24971,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,40,1201,0,1,0,24973,1,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,35,1201,0,0,0,24980,4,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,31,1201,1,1,0,25001,2,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,32,1201,0,0,0,25007,2,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,64,1201,1,1,0,25044,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,76,1220,0,0,0,25056,4,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,35,1220,0,1,0,25058,2,1,0,0,0,1,,0,0,0,1,0
DETROIT,,48221,,,F,39,1220,0,0,0,25060,3,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,71,1220,1,1,0,25062,2,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,65,1220,1,1,0,25063,4,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,26,1220,0,0,0,25067,3,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,45,1220,0,0,0,25070,2,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,47,1220,0,1,0,25074,3,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,19,1220,0,1,0,25078,3,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,58,1220,1,1,0,25079,2,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,19,1220,1,1,0,25081,3,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,59,1220,1,1,0,25082,2,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,82,1220,0,1,0,25083,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,43,1220,1,1,0,25084,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,28,1220,0,1,0,25093,3,1,0,0,0,1,,0,0,0,1,0
DETROIT,,48221,,,F,41,1220,1,1,0,25095,2,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,75,1220,1,1,0,25096,1,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,59,1220,0,1,0,25097,1,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,31,1220,0,0,0,25104,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,41,1220,0,0,0,25106,4,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,63,1220,0,1,0,25107,2,1,0,0,1,0,,0,0,0,1,0
DETROIT,,48221,,,F,57,1220,1,1,0,25108,1,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,24,1220,0,1,0,25110,3,1,0,0,1,0,,0,0,0,1,0
DETROIT,,48221,,,F,41,1220,1,1,0,25111,3,1,0,0,1,0,,0,0,0,1,0
DETROIT,,48221,,,F,70,1220,0,0,0,25114,3,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,56,1220,1,1,0,25115,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,41,1220,0,1,0,25117,2,1,0,0,0,1,,0,0,0,1,0
DETROIT,,48221,,,F,29,1220,0,1,0,25120,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,86,1220,0,0,0,25121,1,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,72,1220,1,1,0,25122,1,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,80,1220,1,1,0,25124,4,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,44,1220,0,1,0,25126,3,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,47,1220,0,1,0,25128,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,39,1220,0,0,0,25130,2,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,68,1220,1,1,0,25132,4,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,39,1220,1,1,0,25136,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,70,1220,1,1,0,25142,2,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,83,1220,0,0,0,25144,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,43,1220,0,0,0,25146,1,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,69,1220,1,1,0,25148,2,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,37,1220,1,1,0,25150,1,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,70,1220,0,1,0,25151,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,40,1220,0,0,0,25156,4,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,57,1220,1,1,0,25157,2,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,28,1220,0,0,0,25159,1,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,57,1220,1,1,0,25160,2,1,0,0,0,0,,0,1,0,1,1
DETROIT,,48221,,,F,41,1220,0,0,0,25163,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,40,1220,0,0,0,25165,4,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,35,1220,0,0,0,25168,3,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,59,1220,0,1,0,25169,1,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,76,1220,1,0,0,25170,1,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,68,1220,0,0,0,25173,2,1,0,0,0,1,,0,0,0,1,0
DETROIT,,48221,,,F,52,1222,1,1,0,25181,1,1,0,0,0,0,,0,1,0,1,1
DETROIT,,48221,,,F,55,1222,0,1,0,25182,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,77,1222,1,1,0,25188,4,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,23,1222,0,0,0,25191,3,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,35,1222,1,1,0,25192,3,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,56,1222,1,1,0,25197,2,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,46,1222,1,1,0,25200,3,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,40,1222,0,0,0,25202,1,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,53,1222,1,1,0,25204,1,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,46,1222,1,1,0,25205,3,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,46,1222,0,1,0,25206,2,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,30,1222,1,1,0,25207,2,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,63,1222,0,1,0,25216,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,23,1222,1,1,0,25222,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,26,1222,0,0,0,25235,1,1,0,0,0,1,,0,0,0,1,0
DETROIT,,48221,,,F,28,1222,0,0,0,25243,3,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,34,1222,1,1,0,25245,1,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,34,1222,0,1,0,25251,4,1,0,0,0,1,,0,0,0,1,0
DETROIT,,48221,,,F,45,1222,0,1,0,25252,3,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,24,1222,0,1,0,25255,3,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,38,1222,1,1,0,25260,1,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,43,1222,0,1,0,25261,2,1,0,0,0,0,,0,1,0,1,1
DETROIT,,48221,,,F,45,1222,1,1,0,25268,2,1,0,0,1,0,,0,0,0,1,1
DETROIT,,48221,,,F,78,1222,1,1,0,25278,1,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,72,1222,1,1,0,25285,2,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,42,1222,1,1,0,25286,3,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,78,1222,0,0,0,25293,2,1,0,0,1,0,,0,0,0,1,0
DETROIT,,48221,,,F,30,1222,0,1,0,25296,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,33,1222,0,0,0,25304,4,1,0,0,1,0,,0,0,0,1,0
DETROIT,,48221,,,F,75,1222,0,1,0,25306,1,1,0,0,0,1,,0,0,0,1,0
DETROIT,,48221,,,F,45,1222,1,1,0,25316,2,1,0,0,0,1,,0,0,0,1,1
DETROIT,,48221,,,F,78,1222,1,1,0,25318,2,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,45,1220,1,1,0,25325,1,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,26,1211,0,0,0,25735,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,67,1211,1,1,0,25736,1,1,0,0,0,1,,0,0,0,1,0
DETROIT,,48221,,,F,29,1211,0,0,0,25741,4,1,0,0,0,1,,0,0,0,1,0
DETROIT,,48221,,,F,55,1216,0,0,0,25744,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,68,1216,0,0,0,25746,1,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,24,1216,0,0,0,25754,3,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,82,1216,1,1,0,25758,2,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,48,1216,0,1,0,25762,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,48,1211,0,0,0,25765,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,45,1211,1,1,0,25767,2,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,53,1216,1,1,0,25774,1,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,35,1216,0,0,0,25775,1,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,47,1216,0,1,0,25782,1,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,23,1216,1,1,0,25788,2,1,0,0,1,0,,0,0,0,1,0
DETROIT,,48221,,,F,38,1211,0,1,0,25790,2,1,0,0,0,1,,0,0,0,1,0
DETROIT,,48221,,,F,45,1216,0,0,0,25795,1,1,0,0,1,0,,0,0,0,1,0
DETROIT,,48221,,,F,70,1216,1,1,0,25807,3,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,53,1211,0,0,0,25808,3,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,47,1216,1,0,0,25810,1,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,76,1216,1,1,0,25815,2,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,55,1216,1,1,0,25817,1,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,51,1216,0,1,0,25820,2,1,0,0,0,0,,0,1,0,1,0
DETROIT,,48221,,,F,74,1211,1,1,0,25822,2,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,34,1216,0,1,0,25825,1,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,50,1216,0,0,0,25826,1,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,62,1211,1,1,0,25827,3,1,0,0,1,0,,0,0,0,1,1
DETROIT,,48221,,,F,47,1216,0,0,0,25842,2,1,0,0,0,0,,0,1,0,0,0
DETROIT,,48221,,,F,81,1211,1,1,0,25852,3,1,0,0,0,0,,0,1,0,0,1
DETROIT,,48221,,,F,53,1216,1,1,0,25857,2,1,0,0,0,0,,0,1,0,1,1
