"weight1","xq2","q1_insert","q1","q1a","q1b","q2","q2a","q2b","q35","q36","ind2","ppgender","ppage","ppeducat","pprent","ppstaten"
0.790000021457672,,2,1,1,,,,,,2,,2,69,4,1,59
0.490000009536743,,2,2,,1,,,,,2,,1,65,3,1,58
0.370000004768372,,3,2,,1,,,,,2,,2,66,4,1,34
1.72000002861023,,1,2,,1,,,,,,,2,35,3,1,87
1.04999995231628,,3,2,,1,,,,,3,811300,1,39,1,1,93
1.25999999046326,,1,2,,1,,,,1,,,2,73,2,1,58
0.439999997615814,,3,2,,1,,,,3,,,2,66,4,1,91
0.610000014305115,,1,2,,1,,,,2,,,1,69,1,2,23
0.910000026226044,,2,1,2,,,,,,5,611000,1,40,4,1,21
1.92999994754791,,2,2,,1,,,,,3,812100,2,25,4,1,23
0.449999988079071,,1,1,2,,,,,3,,,1,59,4,2,64
0.829999983310699,,2,2,,1,,,,8,,321000,1,42,2,1,61
0.319999992847443,,3,2,,1,,,,8,,,2,65,2,1,21
2.50999999046326,,2,1,2,,,,,1,,623000,2,37,3,1,32
0.819999992847443,,1,2,,1,,,,,3,541600,1,44,4,1,52
0.899999976158142,,3,1,2,,,,,,,238000,1,39,2,2,93
0.469999998807907,,2,2,,2,,,,,10,,1,62,4,1,74
0.860000014305115,,3,2,,1,,,,,2,611000,2,40,4,2,42
0.819999992847443,,3,1,2,,,,,2,,,1,32,2,2,41
0.769999980926514,,1,2,,2,,,,8,,541700,1,30,4,1,61
0.469999998807907,,1,1,2,,,,,,1,,1,77,1,1,52
0.699999988079071,,3,2,,1,,,,8,,238000,1,39,3,1,72
0.46000000834465,,3,2,,1,,,,,2,333000,1,58,3,1,33
0.649999976158142,,3,2,,1,,,,,3,611000,2,26,4,1,74
0.709999978542328,,2,2,,2,,,,,5,813900,1,48,4,1,58
0.479999989271164,,3,2,,2,,,,,,531000,1,49,3,1,91
0.300000011920929,,3,,,,,,,1,,,1,22,4,1,33
0.430000007152557,,3,2,,2,,,,,3,,1,66,4,1,32
0.519999980926514,,1,1,2,,,,,,,316000,2,37,3,1,74
3.55999994277954,,3,1,2,,,,,8,,423000,1,42,2,2,93
0.800000011920929,,3,1,2,,,,,4,,623000,2,55,1,1,45
0.649999976158142,,2,2,,1,,,,,4,611000,1,58,3,1,57
0.509999990463257,,3,2,,1,,,,,4,,1,49,4,1,41
0.239999994635582,,2,1,2,,,,,,,,1,35,2,2,91
0.779999971389771,,1,2,,1,,,,,5,611000,1,37,4,1,93
0.819999992847443,,1,1,2,,,,,,5,524000,2,37,4,2,21
0.680000007152557,,1,1,2,,,,,6,,511000,1,55,3,1,45
0.400000005960464,,1,2,,1,,,,8,,,1,70,1,1,63
0.899999976158142,,1,2,,2,,,,,2,923000,1,49,4,1,58
1.41999995708466,,2,2,,1,,,,4,,,2,22,3,2,21
0.280000001192093,,1,2,,1,,,,,1,623000,2,52,3,1,74
1.75999999046326,,1,2,,2,,,,4,,,2,55,2,1,55
0.939999997615814,,2,2,,1,,,,,7,611000,1,33,4,1,92
0.709999978542328,,1,2,,1,,,,3,,,2,53,2,1,31
0.419999986886978,,1,1,2,,,,,,3,813300,1,60,4,1,23
0.310000002384186,,2,2,,2,,,,,4,,2,61,2,1,59
0.519999980926514,,3,2,,2,,,,,4,519000,1,46,3,1,58
0.589999973773956,,3,1,2,,,,,,6,238000,1,59,2,1,93
1.33000004291534,,1,1,2,,,,,6,,,1,56,1,1,55
1.71000003814697,,2,1,2,,,,,7,,326000,1,41,1,1,42
0.810000002384186,,2,2,,2,,,,,4,,1,68,4,1,63
0.490000009536743,,2,2,,2,,,,2,,,2,78,2,1,14
1.41999995708466,,1,,,,,,,,,,1,53,1,1,22
0.490000009536743,,1,1,2,,,,,,8,,1,66,4,1,22
1.13999998569489,,3,1,1,,,,,7,,811400,1,21,2,2,14
1.45000004768372,,2,1,2,,,,,1,,,1,33,3,3,23
0.699999988079071,,1,2,,2,,,,,4,926000,2,53,4,1,93
0.550000011920929,,3,2,,2,,,,1,,,2,54,2,1,59
2.71000003814697,,2,1,2,,,,,9,,541900,1,35,2,1,74
0.670000016689301,,1,1,2,,,,,,4,,2,32,4,2,93
1.17999994754791,,2,2,,1,,,,,4,,1,60,2,1,23
2.00999999046326,,1,2,,1,,,,6,,,2,40,3,2,86
0.779999971389771,,3,2,,2,,,,,10,,2,75,3,1,56
1.63999998569489,,1,2,,2,,,,,3,485000,1,56,1,1,57
0.699999988079071,,2,2,,2,,,,1,,,1,39,3,1,23
0.360000014305115,,3,2,,1,,,,5,,,2,41,2,2,93
1.13999998569489,,1,,,,,,,,,332000,1,40,3,1,31
1.07000005245209,,3,2,,1,,,,7,,237000,1,32,2,1,59
0.529999971389771,,1,2,,1,,,,,5,541900,1,63,4,1,59
0.469999998807907,,3,1,1,,,,,1,,,1,44,3,2,21
0.930000007152557,,1,1,2,,,,,1,,,1,48,3,2,74
2.58999991416931,,2,2,,1,,,,,3,,2,32,1,1,93
0.769999980926514,,2,2,,2,,,,1,,,2,43,4,1,14
0.730000019073486,,1,1,1,,,,,8,,,2,51,2,1,14
1.41999995708466,,3,2,,2,,,,3,,,1,56,2,1,23
0.209999993443489,,2,2,,2,,,,6,,,2,62,3,1,31
0.600000023841858,,3,2,,1,,,,9,,611000,2,41,4,1,74
0.639999985694885,,3,2,,1,,,,,2,541900,1,35,3,1,35
0.620000004768372,,2,2,,2,,,,,,,1,38,2,1,23
1.82000005245209,,2,2,,1,,,,9,,813100,1,31,4,3,62
0.579999983310699,,3,2,,1,,,,2,,,2,66,2,1,86
1.24000000953674,,1,1,2,,,,,1,,,1,18,3,1,86
1.08000004291534,,2,2,,2,,,,4,,,2,66,2,1,62
0.300000011920929,,2,2,,1,,,,9,,424000,2,60,3,2,74
0.529999971389771,,2,2,,2,,,,,,,1,60,2,1,91
0.5,,2,1,2,,,,,6,,,2,65,4,1,86
0.629999995231628,,1,1,1,,,,,,5,611000,2,60,4,1,22
0.850000023841858,,3,2,,2,,,,,4,611000,1,42,2,2,93
0.449999988079071,,3,2,,1,,,,1,,,1,62,2,2,93
0.579999983310699,,2,1,1,,,,,,3,611000,1,40,4,2,23
1.07000005245209,,2,2,,2,,,,,3,622000,2,58,4,1,58
0.990000009536743,,1,2,,2,,,,,3,451000,2,28,4,1,21
0.899999976158142,,2,2,,1,,,,,1,315000,1,39,2,1,62
0.759999990463257,,1,2,,1,,,,6,,813100,2,49,4,1,32
0.509999990463257,,2,2,,1,,,,2,,,2,80,2,1,74
0.259999990463257,,2,2,,1,,,,,3,523000,2,88,4,1,21
0.990000009536743,,2,2,,1,,,,1,,713000,2,19,3,1,14
0.850000023841858,,1,2,,2,,,,3,,,1,58,2,1,34
0.730000019073486,,3,2,,2,,,,,2,,1,83,1,1,59
0.949999988079071,,1,2,,1,,,,6,,,2,28,2,2,73
2.21000003814697,,1,2,,1,,,,8,,813900,2,22,2,2,63
1.26999998092651,,2,2,,1,,,,1,,922000,1,24,4,1,31
2.1800000667572,,2,2,,2,,,,5,,,1,55,2,2,93
1.41999995708466,,3,2,,2,,,,9,,541900,1,52,2,1,84
1.47000002861023,,1,1,2,,,,,,2,,2,70,4,1,42
0.740000009536743,,3,2,,2,,,,,3,622000,1,43,2,1,74
2.5699999332428,,1,1,1,,,,,,3,519000,1,28,3,1,74
0.449999988079071,,1,1,2,,,,,4,,,2,76,2,1,23
0.180000007152557,,1,2,,1,,,,9,,,1,59,2,1,59
0.589999973773956,,3,2,,2,,,,4,,,1,65,1,1,34
0.899999976158142,,1,2,,1,,,,,2,491000,1,42,3,1,43
1.61000001430511,,1,2,,1,,,,,2,541300,2,57,4,1,85
1.0900000333786,,2,1,1,,,,,2,,443000,2,29,3,1,59
0.689999997615814,,1,2,,1,,,,,2,238000,1,27,2,1,72
1.99000000953674,,3,2,,2,,,,,2,337000,1,35,4,1,34
0.720000028610229,,3,2,,1,,,,,6,541900,1,32,4,1,33
0.319999992847443,,1,2,,2,,,,,,811400,2,25,1,1,21
0.370000004768372,,2,1,2,,,,,7,,,2,64,4,1,59
0.430000007152557,,2,1,2,,,,,7,,,1,58,3,1,93
0.680000007152557,,3,1,2,,,,,9,,621000,2,48,3,1,22
1.53999996185303,,3,2,,2,,,,,7,928000,1,65,4,2,42
2.5,,1,1,2,,,,,3,,611000,2,22,4,1,35
0.660000026226044,,3,2,,1,,,,,,541500,1,44,4,1,93
0.560000002384186,,1,1,2,,,,,8,,,2,80,2,1,33
0.569999992847443,,1,1,2,,,,,9,,,2,66,2,1,74
1.62000000476837,,1,2,,1,,,,7,,622000,1,34,2,1,91
0.689999997615814,,1,2,,1,,,,3,,,2,70,2,1,56
0.839999973773956,,3,2,,1,,,,1,,713000,2,20,2,1,23
0.5,,3,2,,1,,,,9,,,2,62,2,1,31
0.720000028610229,,1,1,2,,,,,,7,483000,1,53,4,1,92
0.629999995231628,,3,2,,2,,,,3,,,1,77,1,1,71
3.19000005722046,,1,2,,1,,,,6,,,1,64,1,2,59
1.87999999523163,,1,2,,1,,,,,3,623000,2,33,4,1,93
0.910000026226044,,2,2,,2,,,,1,,,2,54,2,1,73
0.360000014305115,,2,2,,1,,,,,3,,1,88,3,1,43
0.529999971389771,,2,2,,1,,,,6,,,2,79,2,1,55
0.680000007152557,,3,1,2,,,,,9,,443000,1,35,3,1,54
2,,1,1,1,,,,,,4,,1,46,3,1,59
1.6599999666214,,3,2,,1,,,,9,,,1,47,2,1,21
0.709999978542328,,3,2,,1,,,,,3,423000,1,45,3,1,93
0.439999997615814,,2,2,,2,,,,,7,211000,1,61,4,1,84
1.0900000333786,,2,2,,1,,,,,2,221000,1,44,2,1,91
0.759999990463257,,2,2,,1,,,,,2,813900,2,60,2,1,23
0.800000011920929,,1,1,1,,,,,,,,2,62,2,2,41
1.03999996185303,,1,2,,1,,,,1,,,2,19,3,1,23
4.07000017166138,,1,1,2,,,,,2,,448000,2,47,1,1,88
0.689999997615814,,2,1,2,,,,,,8,922000,1,55,4,1,84
0.850000023841858,,3,2,,2,,,,3,,,2,45,2,2,61
0.430000007152557,,3,2,,2,,,,,2,424000,1,61,4,1,63
0.75,,1,1,1,,,,,1,,,2,42,2,1,54
1.67999994754791,,2,1,2,,,,,5,,,2,52,2,1,21
2.55999994277954,,2,1,2,,,,,1,,,2,80,1,1,35
0.569999992847443,,3,2,,1,,,,8,,521000,1,33,2,1,63
0.939999997615814,,3,2,,2,,,,2,,624000,1,44,3,2,22
0.219999998807907,,1,1,1,,,,,,4,491000,1,47,2,1,23
1.64999997615814,,1,1,2,,,,,,1,444000,2,61,1,1,72
0.680000007152557,,1,2,,1,,,,,1,,1,69,4,1,88
1.04999995231628,,2,2,,2,,,,,9,,2,42,4,1,74
0.560000002384186,,1,2,,1,,,,5,,,1,70,2,1,74
0.620000004768372,,1,2,,2,,,,9,,111000,1,59,2,1,21
0.939999997615814,,3,2,,1,,,,,7,611000,1,33,4,1,93
0.200000002980232,,3,2,,1,,,,3,,,1,81,2,1,93
0.400000005960464,,3,2,,2,,,,,4,541900,2,46,4,1,91
0.370000004768372,,1,2,,1,,,,5,,,1,59,2,1,61
2.6800000667572,,1,2,,1,,,,8,,623000,1,51,4,1,43
0.46000000834465,,3,2,,1,,,,,1,,1,72,3,1,62
0.589999973773956,,3,2,,1,,,,8,,541900,2,62,3,1,58
0.819999992847443,,3,2,,2,,,,,,,2,61,1,1,57
1.10000002384186,,3,1,2,,,,,,3,541300,1,25,4,1,41
0.28999999165535,,2,1,2,,,,,3,,,1,49,3,2,14
0.779999971389771,,1,1,2,,,,,,6,,2,41,2,1,57
0.709999978542328,,3,2,,2,,,,1,,,2,50,2,1,22
0.400000005960464,,2,2,,2,,,,6,,,2,63,2,1,93
0.430000007152557,,2,2,,1,,,,,,,1,61,1,1,58
0.28999999165535,,1,2,,1,,,,,6,551000,1,55,4,1,35
0.670000016689301,,3,2,,2,,,,4,,,2,66,4,1,14
0.509999990463257,,3,2,,2,,,,,2,485000,2,48,3,1,21
1.73000001907349,,3,2,,1,,,,,2,,1,73,2,1,64
0.569999992847443,,1,2,,2,,,,6,,,2,71,3,1,61
0.670000016689301,,3,2,,1,,,,3,,,2,44,4,1,41
0.159999996423721,,3,2,,1,,,,,2,711000,1,45,3,1,63
0.670000016689301,,3,2,,1,,,,8,,236000,2,50,3,1,21
1.73000001907349,,2,2,,1,,,,,,211000,2,31,1,2,22
0.560000002384186,,3,1,1,,,,,7,,236000,1,64,2,1,74
0.569999992847443,,1,1,2,,,,,,9,541300,1,60,4,1,93
0.839999973773956,,2,2,,2,,,,6,,,1,27,4,2,21
0.810000002384186,,1,1,2,,,,,,2,611000,2,38,4,1,33
0.800000011920929,,3,2,,1,,,,,5,236000,1,36,2,1,21
0.579999983310699,,3,2,,1,,,,,2,541900,1,58,4,1,41
0.330000013113022,,3,2,,2,,,,,2,814000,2,62,3,2,93
1.95000004768372,,3,2,,2,,,,,4,541900,1,59,4,1,86
0.189999997615814,,3,2,,1,,,,3,,,2,36,3,2,74
0.899999976158142,,2,1,2,,,,,2,,,1,24,1,2,14
0.219999998807907,,1,1,2,,,,,1,,,2,67,2,1,92
0.730000019073486,,1,2,,1,,,,8,,519000,2,57,3,1,81
1.52999997138977,,2,1,1,,,,,7,,722000,1,27,4,1,59
0.349999994039536,,3,2,,1,,,,8,,,1,68,2,1,62
0.439999997615814,,3,2,,1,,,,4,,532000,2,63,2,1,59
0.529999971389771,,1,2,,1,,,,,2,445000,1,51,2,1,91
0.620000004768372,,2,2,,1,,,,7,,713000,2,38,3,1,74
0.620000004768372,,3,2,,1,,,,4,,,1,21,2,2,31
0.370000004768372,,1,1,2,,,,,5,,,2,83,2,1,21
1.83000004291534,,1,2,,1,,,,,2,524000,2,27,3,2,34
0.730000019073486,,3,2,,1,,,,,6,711000,1,38,4,1,16
0.910000026226044,,3,2,,2,,,,5,,722000,1,19,2,1,56
0.939999997615814,,2,1,2,,,,,,2,611000,2,27,4,1,59
1.07000005245209,,2,1,1,,,,,,2,112000,1,47,2,1,31
0.569999992847443,,3,2,,1,,,,9,,321000,1,54,1,2,54
0.670000016689301,,2,2,,1,,,,8,,326000,1,53,1,1,14
1.16999995708466,,3,1,1,,,,,4,,,1,64,2,2,21
0.629999995231628,,2,2,,1,,,,,1,,1,63,3,1,93
1.12999999523163,,1,2,,1,,,,1,,448000,2,19,3,1,52
0.46000000834465,,2,2,,2,,,,,2,325990,1,52,4,1,64
0.649999976158142,,1,1,1,,,,,4,,722000,1,20,2,1,74
0.330000013113022,,1,2,,2,,,,3,,,2,60,3,2,73
1.92999994754791,,3,,,,,,,1,,,1,58,4,3,73
1.41999995708466,,3,1,1,,,,,4,,452000,1,21,1,2,62
0.189999997615814,,2,2,,1,,,,,6,212000,1,40,3,1,54
0.340000003576279,,3,1,2,,,,,8,,,2,66,3,1,59
0.709999978542328,,2,1,2,,,,,9,,611000,2,41,4,1,14
1.02999997138977,,1,1,2,,,,,6,,,2,57,1,2,31
0.730000019073486,,3,2,,1,,,,8,,326000,1,40,2,1,35
0.540000021457672,,2,2,,1,,,,5,,,2,69,2,1,73
1.23000001907349,,3,1,2,,,,,1,,,1,30,2,1,51
0.209999993443489,,2,2,,2,,,,6,,519000,1,63,4,1,85
0.800000011920929,,3,2,,2,,,,,2,113000,1,41,2,1,52
3.01999998092651,,1,1,1,,,,,,4,111000,2,52,1,1,34
0.670000016689301,,2,1,1,,,,,,6,,1,63,4,1,59
0.709999978542328,,1,1,1,,,,,6,,,2,87,2,1,23
0.25,,2,2,,2,,,,6,,,1,84,4,1,85
0.779999971389771,,3,2,,2,,,,4,,,2,49,2,1,23
0.839999973773956,,3,2,,2,,,,,7,622000,2,54,4,1,59
3.47000002861023,,2,2,,1,,,,1,,,2,39,3,1,34
0.970000028610229,,1,1,2,,,,,9,,,1,65,2,1,16
0.930000007152557,,2,2,,2,,,,4,,445000,1,20,2,1,62
0.159999996423721,,1,2,,1,,,,1,,,1,37,1,1,34
0.649999976158142,,1,1,1,,,,,8,,,2,86,2,1,14
1.21000003814697,,2,2,,1,,,,,4,922000,1,47,4,1,13
0.769999980926514,,3,2,,2,,,,7,,238000,1,32,3,2,71
1.03999996185303,,3,2,,1,,,,,3,611000,1,38,4,1,62
0.5,,2,1,2,,,,,9,,611000,1,54,2,1,22
0.790000021457672,,2,2,,1,,,,,4,524000,1,38,4,1,32
0.610000014305115,,3,1,2,,,,,,4,541300,1,34,4,1,23
0.870000004768372,,2,2,,1,,,,,9,541900,1,49,4,1,93
0.680000007152557,,1,2,,1,,,,,8,541900,1,44,4,1,23
1,,2,1,2,,,,,6,,,1,62,1,1,34
1.10000002384186,,1,2,,2,,,,,3,541700,1,44,4,2,93
0.600000023841858,,2,2,,1,,,,8,,,2,90,3,1,33
1.08000004291534,,1,1,2,,,,,3,,,2,39,2,2,34
0.670000016689301,,1,2,,1,,,,,3,611000,2,45,4,1,61
0.239999994635582,,2,2,,1,,,,,4,,1,68,4,1,93
1.10000002384186,,1,1,2,,,,,5,,,1,56,1,1,56
1.48000001907349,,3,2,,2,,,,,4,451000,2,28,4,2,91
2.58999991416931,,2,1,2,,,,,,3,484000,2,35,1,2,93
0.709999978542328,,3,2,,2,,,,,2,221000,1,62,4,1,57
1.05999994277954,,3,2,,1,,,,1,,,2,44,4,1,61
0.639999985694885,,2,1,2,,,,,,1,611000,2,31,4,1,63
0.709999978542328,,2,2,,1,,,,2,,,2,71,1,1,93
0.469999998807907,,2,1,2,,,,,7,,,1,63,3,1,71
0.959999978542328,,3,1,2,,,,,,4,611000,2,39,4,1,34
0.360000014305115,,3,2,,2,,,,5,,,2,67,4,1,58
1.1599999666214,,3,1,1,,,,,,4,448000,2,56,3,1,56
0.419999986886978,,3,2,,1,,,,,3,,2,60,3,1,92
0.349999994039536,,2,1,1,,,,,8,,611000,1,74,3,1,87
0.889999985694885,,2,2,,2,,,,5,,,1,55,2,2,35
0.560000002384186,,3,2,,1,,,,,4,,2,30,3,1,84
2.5699999332428,,3,1,1,,,,,7,,,1,64,2,1,61
0.469999998807907,,2,2,,2,,,,,,,1,68,4,1,73
0.930000007152557,,1,1,2,,,,,5,,236000,1,22,2,2,62
1.52999997138977,,2,,,,,,,,,,2,29,4,2,23
1.03999996185303,,1,2,,2,,,,,,453000,1,19,2,1,33
0.430000007152557,,1,2,,2,,,,,3,,1,71,4,1,84
0.430000007152557,,1,2,,1,,,,,6,238000,1,61,2,1,93
0.589999973773956,,3,,,,,,,,,,1,56,3,1,62
0.649999976158142,,1,2,,1,,,,9,,423000,1,53,4,1,59
1.37000000476837,,2,1,2,,,,,3,,,1,24,1,2,55
2.34999990463257,,2,2,,2,,,,,1,,1,21,2,1,23
0.709999978542328,,3,2,,1,,,,8,,112000,1,66,2,1,41
0.159999996423721,,3,2,,2,,,,8,,,2,81,3,2,22
0.5,,3,2,,2,,,,,7,,1,71,4,1,74
0.490000009536743,,2,1,2,,,,,,3,,2,36,4,1,22
0.25,,3,2,,1,,,,,4,,2,61,4,1,93
0.300000011920929,,3,2,,1,,,,,4,,2,64,4,1,21
1.5900000333786,,2,2,,1,,,,3,,,2,28,3,2,34
1.96000003814697,,2,2,,2,,,,1,,,2,29,3,1,86
0.5,,1,1,2,,,,,,2,611000,2,61,4,1,86
0.600000023841858,,3,1,2,,,,,,,,2,60,2,1,54
0.509999990463257,,3,2,,1,,,,5,,,2,75,2,1,42
0.540000021457672,,3,1,2,,,,,,5,621000,1,49,4,1,23
1.07000005245209,,2,2,,1,,,,3,,,2,41,2,2,56
3.28999996185303,,1,1,2,,,,,7,,,1,44,2,2,14
1.01999998092651,,1,1,2,,,,,2,,541900,1,20,3,1,41
2.26999998092651,,3,2,,1,,,,3,,,2,20,3,1,33
1.72000002861023,,3,2,,2,,,,1,,,2,59,1,1,55
1.04999995231628,,1,1,2,,,,,7,,,2,53,4,1,63
0.720000028610229,,1,2,,1,,,,,4,611000,1,33,4,1,61
0.889999985694885,,2,2,,1,,,,4,,611000,2,59,2,1,54
0.230000004172325,,3,2,,1,,,,,5,221000,1,56,3,1,92
1.05999994277954,,3,2,,2,,,,2,,,2,77,1,2,31
0.800000011920929,,1,1,2,,,,,,3,713000,1,42,2,1,88
0.779999971389771,,2,2,,1,,,,,3,454000,1,47,2,1,86
4.21999979019165,,3,2,,1,,,,1,,,2,40,4,1,93
1.71000003814697,,1,2,,1,,,,,2,237000,2,54,4,1,91
0.159999996423721,,3,1,2,,,,,,3,,1,67,4,1,86
0.740000009536743,,2,2,,1,,,,1,,,2,39,2,2,74
1.07000005245209,,2,2,,1,,,,2,,812100,2,20,3,1,55
0.509999990463257,,1,2,,2,,,,1,,,2,38,2,2,74
0.519999980926514,,1,2,,1,,,,9,,,1,79,2,1,74
0.670000016689301,,2,2,,1,,,,,4,,2,75,4,1,93
1.32000005245209,,1,2,,2,,,,3,,,1,58,4,2,31
0.670000016689301,,2,2,,2,,,,2,,,1,64,3,1,47
1.42999994754791,,2,1,2,,,,,1,,,2,20,3,3,92
1.36000001430511,,1,2,,1,,,,7,,713000,1,29,3,2,59
0.540000021457672,,2,1,2,,,,,8,,924000,2,51,3,1,93
0.610000014305115,,2,2,,1,,,,3,,,1,43,3,2,12
1.80999994277954,,3,2,,1,,,,5,,452000,2,54,1,1,63
