"weight1","xq2","q1_insert","q1","q1a","q1b","q2","q2a","q2b","q35","q36","ind2","ppgender","ppage","ppeducat","pprent","ppstaten"
0.920000016689301,,1,1,2,,,,,,1,611000,1,44,4,1,86
0.600000023841858,,1,2,,1,,,,,4,,1,65,4,1,21
0.600000023841858,,3,1,2,,,,,,7,611000,2,48,4,1,91
1.35000002384186,,3,2,,2,,,,,2,813900,2,37,3,1,33
0.75,,2,1,2,,,,,,,,2,60,2,1,59
1.16999995708466,,1,2,,1,,,,,2,,1,61,2,1,32
0.589999973773956,,1,2,,2,,,,,6,221000,1,52,4,1,33
0.159999996423721,,2,2,,1,,,,1,,,2,19,2,1,74
0.560000002384186,,2,1,2,,,,,,4,515000,1,42,4,1,74
0.959999978542328,,1,2,,2,,,,,4,211000,1,46,1,1,23
0.230000004172325,,1,2,,1,,,,1,,,2,37,4,1,73
1.35000002384186,,3,2,,2,,,,8,,813900,1,32,2,1,74
0.990000009536743,,3,2,,1,,,,7,,722000,2,22,3,2,14
0.769999980926514,,3,2,,1,,,,9,,323000,2,47,4,1,74
1.17999994754791,,2,1,1,,,,,1,,,2,25,2,2,92
2.82999992370605,,3,2,,1,,,,9,,622000,2,50,2,2,64
0.689999997615814,,2,2,,1,,,,1,,,2,77,2,1,93
1.17999994754791,,2,2,,1,,,,4,,,2,28,4,1,86
2.5,,2,2,,1,,,,2,,,2,70,1,1,35
1.32000005245209,,1,2,,1,,,,4,,445000,2,51,1,1,58
0.430000007152557,,2,2,,2,,,,,,928000,1,56,4,1,23
0.730000019073486,,2,1,2,,,,,7,,481000,2,51,3,1,91
0.430000007152557,,3,2,,1,,,,3,,,1,75,2,1,33
0.509999990463257,,3,2,,2,,,,,10,541300,1,54,4,1,91
0.720000028610229,,2,2,,1,,,,6,,,2,74,2,1,47
0.990000009536743,,3,1,2,,,,,5,,,1,60,2,2,74
1.12000000476837,,1,2,,1,,,,7,,485000,1,58,2,2,41
0.280000001192093,,1,2,,1,,,,,,519000,1,27,4,2,14
0.899999976158142,,3,2,,1,,,,,3,,2,67,2,1,93
1.97000002861023,,3,2,,1,,,,8,,,1,39,4,2,93
0.430000007152557,,3,2,,2,,,,4,,,1,49,2,1,22
0.680000007152557,,3,2,,1,,,,,4,,1,59,4,1,88
1.85000002384186,,2,1,2,,,,,,1,,2,70,3,1,86
0.519999980926514,,1,1,2,,,,,,3,332000,1,61,3,2,47
2.26999998092651,,3,2,,1,,,,6,,,2,40,4,2,92
0.579999983310699,,2,1,2,,,,,2,,,2,66,2,1,58
1.02999997138977,,1,1,1,,,,,,,,1,50,2,2,93
1.53999996185303,,3,2,,1,,,,,,,1,48,1,2,35
1.24000000953674,,3,2,,1,,,,,3,611000,2,24,4,1,93
0.970000028610229,,3,2,,2,,,,7,,445000,2,51,2,1,23
0.330000013113022,,2,1,2,,,,,1,,,1,46,3,1,31
1.50999999046326,,1,2,,1,,,,1,,722000,2,42,2,1,61
0.46000000834465,,2,2,,1,,,,8,,623000,2,44,4,1,84
1.39999997615814,,3,2,,2,,,,7,,519000,2,24,3,2,95
0.400000005960464,,3,2,,1,,,,1,,,1,22,3,1,93
0.970000028610229,,2,1,2,,,,,,1,237000,1,22,2,2,74
1.0900000333786,,1,1,2,,,,,4,,,1,45,2,1,74
1.20000004768372,,1,1,2,,,,,9,,,1,64,2,1,31
1.24000000953674,,2,2,,1,,,,1,,,1,55,2,2,14
1.25,,2,1,2,,,,,1,,,2,38,3,2,44
0.5,,1,1,1,,,,,,6,,1,69,4,1,47
2.25,,2,2,,1,,,,1,,,1,27,1,2,91
1.01999998092651,,3,1,2,,,,,,5,541900,1,35,4,3,62
1.01999998092651,,2,2,,2,,,,2,,,2,76,2,2,93
1.38999998569489,,3,1,2,,,,,6,,493000,1,47,2,2,47
1.53999996185303,,1,1,1,,,,,,,,1,61,1,2,58
1.86000001430511,,2,2,,2,,,,9,,,1,77,4,1,56
0.430000007152557,,3,1,2,,,,,7,,485000,1,63,2,1,33
0.839999973773956,,2,1,2,,,,,9,,611000,2,31,4,2,21
1.55999994277954,,3,2,,2,,,,4,,,2,52,1,1,32
0.660000026226044,,2,1,2,,,,,7,,,1,61,2,1,31
3.00999999046326,,3,2,,1,,,,,5,813300,2,51,4,1,59
0.5,,3,2,,2,,,,7,,453000,2,49,3,1,74
0.430000007152557,,1,1,1,,,,,,4,221000,1,61,3,1,21
0.730000019073486,,1,2,,1,,,,8,,624000,1,71,3,2,23
0.490000009536743,,1,1,2,,,,,6,,,2,72,2,1,14
0.670000016689301,,1,1,2,,,,,7,,,1,75,2,1,34
1,,3,1,1,,,,,7,,444000,1,58,3,1,59
1.69000005722046,,2,2,,1,,,,8,,521000,2,27,4,1,61
1.6599999666214,,3,2,,1,,,,,3,524000,1,51,2,1,54
0.419999986886978,,1,1,2,,,,,9,,331000,1,60,2,2,64
0.879999995231628,,1,2,,1,,,,8,,,1,63,2,1,33
0.370000004768372,,3,1,1,,,,,2,,115000,1,50,2,1,74
1.21000003814697,,2,2,,1,,,,,4,541900,2,54,3,1,59
1.01999998092651,,2,2,,2,,,,1,,,2,42,2,1,58
0.620000004768372,,1,1,2,,,,,7,,621000,2,74,2,3,59
0.419999986886978,,1,2,,2,,,,,4,522000,1,60,4,1,62
1.17999994754791,,1,2,,1,,,,2,,,1,61,2,1,21
1.16999995708466,,2,2,,1,,,,,,,1,45,2,2,71
1.10000002384186,,2,2,,2,,,,8,,,2,81,2,1,59
1.05999994277954,,2,1,1,,,,,,4,541300,1,57,4,1,22
2.15000009536743,,1,2,,1,,,,6,,325400,2,64,2,1,85
2.28999996185303,,2,2,,1,,,,7,,484000,2,55,2,1,33
2.51999998092651,,2,2,,1,,,,7,,541700,2,26,4,1,61
1.00999999046326,,3,2,,2,,,,,,,1,61,2,1,61
0.709999978542328,,2,1,2,,,,,6,,,2,81,1,1,32
0.899999976158142,,1,1,2,,,,,,,922000,2,40,4,1,54
2.90000009536743,,3,2,,1,,,,9,,713000,1,57,3,1,41
1.05999994277954,,1,2,,1,,,,,,492000,1,38,2,1,46
0.589999973773956,,1,2,,1,,,,,4,,2,72,3,1,22
0.28999999165535,,3,2,,2,,,,,4,611000,1,61,4,1,59
0.230000004172325,,2,,,,,,,4,,,2,53,1,2,72
0.529999971389771,,1,1,2,,,,,8,,,1,68,1,1,14
1.23000001907349,,2,2,,1,,,,9,,611000,2,45,2,2,21
1.88999998569489,,3,2,,1,,,,,1,,2,67,3,1,41
0.899999976158142,,1,1,1,,,,,,7,454000,1,81,1,1,63
0.569999992847443,,2,2,,2,,,,7,,,1,82,4,1,23
0.340000003576279,,2,1,2,,,,,,2,541200,2,55,3,1,14
0.829999983310699,,2,2,,1,,,,5,,,2,35,3,1,21
1.14999997615814,,3,,,,,,,,3,622000,2,42,4,2,59
0.699999988079071,,1,2,,1,,,,3,,,1,72,3,1,33
0.75,,2,2,,1,,,,,2,813400,2,40,4,1,11
0.409999996423721,,2,2,,1,,,,,4,212000,1,55,3,1,84
0.689999997615814,,3,2,,1,,,,4,,,2,74,4,1,45
0.259999990463257,,1,2,,1,,,,,2,,1,78,2,1,54
1.38999998569489,,3,1,2,,,,,,1,622000,2,42,4,1,54
3.46000003814697,,3,1,2,,,,,8,,452000,2,47,2,1,23
1.44000005722046,,1,1,2,,,,,,3,722000,1,53,4,1,15
0.730000019073486,,2,2,,2,,,,1,,813900,2,61,1,1,62
0.509999990463257,,3,2,,2,,,,,4,,1,83,1,1,62
1.95000004768372,,1,2,,1,,,,3,,,1,53,2,1,59
0.889999985694885,,1,2,,2,,,,,4,221000,1,41,4,1,43
0.219999998807907,,3,2,,1,,,,,2,,1,65,1,1,52
0.550000011920929,,2,2,,1,,,,6,,,2,75,2,1,93
0.75,,1,1,2,,,,,,4,221000,1,48,3,1,91
0.280000001192093,,1,2,,2,,,,4,,,2,51,1,2,93
0.509999990463257,,3,2,,1,,,,,2,,1,62,4,1,21
0.239999994635582,,2,2,,1,,,,,5,622000,2,50,3,1,93
0.629999995231628,,3,1,2,,,,,6,,,1,61,2,1,58
1.20000004768372,,2,2,,1,,,,5,,,2,62,3,1,63
1.69000005722046,,3,2,,2,,,,,1,311000,1,44,3,1,56
0.550000011920929,,3,1,2,,,,,2,,,2,77,2,1,31
0.430000007152557,,2,2,,1,,,,,2,,1,66,3,1,93
1.13999998569489,,3,2,,2,,,,2,,,1,44,3,3,93
1.20000004768372,,1,2,,1,,,,6,,484000,1,44,3,2,93
0.790000021457672,,1,1,1,,,,,7,,611000,1,44,4,1,74
0.529999971389771,,1,2,,1,,,,,7,624000,2,65,4,1,21
1.02999997138977,,3,2,,2,,,,7,,236000,1,52,2,3,91
0.779999971389771,,2,2,,1,,,,,5,813900,1,41,4,1,16
0.680000007152557,,2,2,,2,,,,,3,,1,69,3,1,54
1.20000004768372,,2,1,2,,,,,7,,,2,79,2,1,22
0.550000011920929,,1,2,,2,,,,6,,,1,72,4,3,52
0.800000011920929,,2,2,,1,,,,9,,611000,2,37,4,1,82
1.86000001430511,,1,2,,2,,,,8,,,1,81,1,1,23
4.46000003814697,,3,2,,1,,,,7,,622000,2,47,4,1,59
2.41000008583069,,1,1,2,,,,,7,,722000,2,48,3,1,31
0.649999976158142,,2,2,,1,,,,8,,,2,60,2,1,23
1.87999999523163,,3,1,2,,,,,4,,,2,62,1,2,93
2.61999988555908,,3,2,,1,,,,3,,,2,68,1,2,21
0.720000028610229,,2,1,2,,,,,,1,,1,54,3,1,56
0.569999992847443,,1,2,,1,,,,3,,488000,1,19,2,1,23
0.970000028610229,,2,2,,1,,,,5,,,2,73,3,1,59
0.899999976158142,,3,2,,2,,,,3,,,2,49,2,1,21
0.569999992847443,,1,2,,1,,,,8,,611000,2,61,3,1,34
1.32000005245209,,1,2,,1,,,,3,,236000,1,22,3,1,58
0.730000019073486,,3,2,,2,,,,7,,493000,1,50,2,1,31
0.620000004768372,,1,2,,2,,,,7,,,1,71,1,1,59
2.03999996185303,,2,2,,1,,,,2,,,2,69,1,1,56
0.660000026226044,,2,2,,1,,,,,4,621000,2,61,4,1,16
1.21000003814697,,1,2,,2,,,,,2,611000,1,32,4,2,58
0.610000014305115,,1,2,,2,,,,,4,541900,2,55,4,1,59
0.5,,2,1,2,,,,,7,,,1,64,3,1,35
0.860000014305115,,1,2,,1,,,,,4,541500,2,35,4,1,31
0.790000021457672,,2,2,,1,,,,,1,238000,1,21,2,1,57
0.310000002384186,,1,2,,1,,,,8,,611000,1,67,3,1,74
1.25,,2,1,1,,,,,,3,,2,66,1,1,92
0.409999996423721,,2,2,,2,,,,,,,1,22,1,1,93
0.610000014305115,,1,2,,1,,,,8,,,2,50,4,1,23
1.17999994754791,,3,2,,2,,,,,,,2,48,3,1,64
0.620000004768372,,2,2,,2,,,,2,,,2,41,3,1,35
0.75,,3,2,,1,,,,1,,,2,30,4,1,71
1.04999995231628,,3,2,,1,,,,6,,,2,80,1,1,91
0.490000009536743,,1,1,2,,,,,7,,,2,62,3,1,59
0.800000011920929,,3,1,2,,,,,,1,492000,1,34,3,1,22
1.46000003814697,,3,2,,1,,,,,4,,1,67,4,1,41
0.589999973773956,,2,1,2,,,,,5,,445000,2,49,2,1,23
0.439999997615814,,1,2,,1,,,,6,,,1,38,3,2,21
0.959999978542328,,3,1,1,,,,,5,,923000,2,56,2,2,93
0.159999996423721,,2,2,,1,,,,,,,2,60,2,1,74
1.08000004291534,,1,1,1,,,,,1,,611000,2,27,3,1,21
0.699999988079071,,3,2,,1,,,,1,,,1,49,3,2,91
0.569999992847443,,1,2,,1,,,,7,,,1,92,2,1,84
0.920000016689301,,2,1,2,,,,,7,,,2,56,3,1,86
0.28999999165535,,3,2,,1,,,,,1,,1,87,3,1,21
1.85000002384186,,2,2,,2,,,,3,,,2,52,1,1,73
0.860000014305115,,1,2,,1,,,,,2,521000,1,36,4,1,93
0.699999988079071,,2,2,,1,,,,7,,722000,2,60,2,1,58
2.23000001907349,,3,2,,1,,,,1,,,2,46,4,1,93
2.00999999046326,,3,2,,1,,,,7,,812100,2,25,3,2,93
0.280000001192093,,3,2,,1,,,,,3,,1,72,3,1,33
0.800000011920929,,2,2,,1,,,,,3,,2,81,4,1,59
1.00999999046326,,1,2,,1,,,,,8,531000,1,39,4,1,56
0.389999985694885,,3,2,,1,,,,6,,624000,1,57,3,2,22
1.24000000953674,,2,2,,1,,,,9,,541500,1,53,2,1,74
2.11999988555908,,3,1,2,,,,,,,,1,61,2,1,88
2.04999995231628,,1,1,2,,,,,2,,,2,67,3,1,31
0.819999992847443,,1,1,1,,,,,,1,,1,64,2,1,57
2.00999999046326,,1,1,1,,,,,4,,,1,63,1,1,54
2.51999998092651,,3,1,2,,,,,,,,2,37,1,1,74
1.25,,2,2,,1,,,,1,,,1,25,4,1,31
1.52999997138977,,3,1,1,,,,,,2,,2,51,3,1,62
0.600000023841858,,2,1,1,,,,,8,,,1,82,3,2,63
1.28999996185303,,3,1,2,,,,,4,,452000,2,53,2,1,62
0.589999973773956,,1,1,2,,,,,8,,485000,2,39,3,1,23
0.340000003576279,,1,2,,1,,,,6,,,1,72,3,2,93
1.53999996185303,,1,1,2,,,,,,4,,2,64,4,1,95
0.939999997615814,,1,2,,2,,,,8,,,2,83,2,2,86
0.889999985694885,,2,1,1,,,,,2,,,1,56,2,2,91
0.75,,3,2,,1,,,,7,,,2,31,4,2,92
2.0699999332428,,3,2,,2,,,,7,,332000,1,27,2,2,88
1.51999998092651,,1,1,2,,,,,5,,,2,77,3,1,82
0.610000014305115,,1,1,2,,,,,9,,484000,2,55,2,1,31
0.730000019073486,,1,1,2,,,,,3,,,2,22,3,2,62
0.709999978542328,,2,2,,1,,,,8,,,1,74,2,1,42
1.07000005245209,,3,2,,2,,,,4,,621000,1,26,2,1,62
0.46000000834465,,2,2,,1,,,,,4,611000,2,47,4,1,74
0.280000001192093,,1,1,2,,,,,,3,332000,2,55,2,1,34
0.259999990463257,,3,2,,1,,,,,,,1,90,4,2,21
2.60999989509583,,3,1,1,,,,,8,,335000,2,36,3,2,92
0.670000016689301,,1,1,2,,,,,8,,,2,67,1,1,23
0.219999998807907,,3,2,,2,,,,,2,221000,1,56,1,1,56
4.09999990463257,,3,2,,1,,,,,7,813300,1,42,4,1,16
1.0900000333786,,3,2,,1,,,,2,,,2,69,1,1,62
1.02999997138977,,2,1,1,,,,,3,,,2,56,3,2,56
2.09999990463257,,2,2,,2,,,,6,,448000,2,64,2,1,35
2.36999988555908,,3,1,2,,,,,6,,,2,75,1,3,59
0.75,,1,1,2,,,,,7,,,1,73,1,1,16
0.159999996423721,,2,2,,1,,,,,4,611000,2,53,4,1,93
0.439999997615814,,3,2,,1,,,,9,,611000,2,61,3,1,43
0.839999973773956,,3,2,,1,,,,2,,,1,66,1,2,31
0.569999992847443,,2,2,,1,,,,5,,722000,2,20,2,1,14
0.419999986886978,,2,2,,1,,,,,4,492000,1,51,3,2,43
1.6599999666214,,2,1,2,,,,,4,,,1,54,2,1,42
0.759999990463257,,2,2,,1,,,,,2,,1,74,4,1,58
0.839999973773956,,3,2,,2,,,,,1,611000,2,44,3,2,74
0.699999988079071,,2,2,,2,,,,7,,611000,1,37,4,1,84
0.740000009536743,,2,2,,1,,,,8,,339000,1,36,2,1,46
0.600000023841858,,3,2,,2,,,,1,,236000,1,45,1,1,74
0.639999985694885,,1,1,2,,,,,,3,453000,1,41,3,1,62
0.360000014305115,,1,1,2,,,,,9,,,2,72,2,2,21
2.41000008583069,,1,2,,2,,,,1,,711000,2,53,4,1,54
0.740000009536743,,2,1,1,,,,,,3,,1,50,2,1,34
3.00999999046326,,2,1,2,,,,,,,,2,34,2,1,91
0.569999992847443,,2,2,,2,,,,6,,,2,77,1,1,72
1.23000001907349,,2,2,,2,,,,2,,,1,50,2,2,31
0.270000010728836,,1,2,,1,,,,,8,541900,1,46,3,1,88
1.16999995708466,,2,2,,1,,,,,4,,2,69,4,1,59
1.19000005722046,,2,1,1,,,,,8,,711000,1,47,3,2,93
0.490000009536743,,3,1,1,,,,,4,,621000,2,67,3,1,32
0.959999978542328,,3,2,,1,,,,7,,,1,78,4,1,93
1.22000002861023,,3,2,,1,,,,,4,611000,2,35,4,1,56
0.75,,2,2,,2,,,,,1,611000,1,53,3,1,13
0.449999988079071,,2,2,,2,,,,,,,1,61,4,1,74
0.629999995231628,,3,2,,1,,,,,4,813100,1,52,4,1,58
0.529999971389771,,3,2,,2,,,,,10,,2,61,3,1,33
0.910000026226044,,3,2,,1,,,,9,,,2,64,2,1,31
1.0900000333786,,1,2,,1,,,,1,,,2,44,4,1,58
4.46000003814697,,3,2,,1,,,,1,,,1,19,3,1,71
0.850000023841858,,2,1,2,,,,,3,,,2,66,4,1,71
0.910000026226044,,3,,,,,,,,,,2,57,3,2,21
1.51999998092651,,2,2,,1,,,,3,,,1,19,2,1,59
0.790000021457672,,2,2,,1,,,,,,,2,64,2,1,54
2.88000011444092,,2,1,2,,,,,,2,531000,2,57,4,1,74
0.699999988079071,,2,2,,2,,,,9,,331000,1,50,2,1,73
0.469999998807907,,3,2,,1,,,,9,,,1,58,1,2,59
0.740000009536743,,2,2,,1,,,,,2,511000,1,56,4,1,59
0.790000021457672,,2,2,,2,,,,,2,611000,2,52,4,1,33
0.720000028610229,,3,2,,2,,,,,4,541500,1,38,3,1,33
0.550000011920929,,1,1,1,,,,,8,,,1,78,1,1,59
1.75999999046326,,2,2,,1,,,,,,,1,48,2,1,34
0.560000002384186,,1,2,,1,,,,6,,,2,77,3,2,35
0.400000005960464,,3,2,,2,,,,2,,,2,66,4,1,59
0.439999997615814,,2,2,,2,,,,,5,,1,73,4,1,59
1.22000002861023,,1,1,2,,,,,7,,622000,1,45,4,2,59
1.77999997138977,,1,2,,1,,,,4,,,1,72,2,2,21
0.860000014305115,,1,2,,2,,,,1,,,2,52,1,1,32
0.400000005960464,,3,1,2,,,,,7,,,2,75,2,1,52
0.759999990463257,,1,2,,1,,,,9,,,1,63,2,1,86
1.64999997615814,,3,1,1,,,,,,4,,2,31,3,1,33
0.639999985694885,,2,2,,1,,,,,,,2,19,3,1,93
1.88999998569489,,1,2,,1,,,,,2,523000,1,40,3,2,21
0.949999988079071,,3,1,1,,,,,,7,531000,2,62,2,1,21
0.959999978542328,,1,2,,2,,,,6,,,1,68,2,1,11
1.3400000333786,,1,1,2,,,,,4,,,2,36,3,2,84
0.660000026226044,,1,2,,1,,,,5,,541900,1,73,4,2,93
0.629999995231628,,1,1,2,,,,,2,,,2,39,2,1,56
0.660000026226044,,2,2,,1,,,,1,,,2,38,4,1,58
1.5900000333786,,1,2,,2,,,,8,,623000,2,50,3,1,33
0.439999997615814,,2,2,,1,,,,4,,484000,1,19,2,2,93
0.439999997615814,,1,2,,1,,,,9,,,2,77,3,1,93
0.490000009536743,,2,2,,1,,,,,2,441000,1,24,4,1,58
0.819999992847443,,2,1,2,,,,,9,,561000,1,58,3,1,63
0.589999973773956,,1,1,1,,,,,4,,,1,51,3,2,93
0.699999988079071,,3,2,,2,,,,5,,,1,38,2,1,32
0.550000011920929,,2,2,,1,,,,,2,921000,2,54,3,1,21
1.52999997138977,,3,2,,1,,,,1,,,2,51,2,2,63
0.529999971389771,,1,1,1,,,,,4,,339000,1,28,2,1,84
1.03999996185303,,3,1,2,,,,,4,,,2,58,2,1,47
1.85000002384186,,2,2,,1,,,,2,,,2,84,2,1,73
1.53999996185303,,3,2,,1,,,,9,,611000,1,25,4,1,52
0.560000002384186,,1,2,,2,,,,3,,,1,75,3,1,59
1.30999994277954,,2,1,2,,,,,,,622000,2,31,1,1,93
0.649999976158142,,1,2,,1,,,,,4,331000,2,38,3,1,23
0.610000014305115,,2,1,2,,,,,,6,,1,73,4,1,74
1.00999999046326,,3,2,,1,,,,1,,,2,42,2,2,93
4.46000003814697,,3,2,,1,,,,5,,722000,2,26,1,2,22
0.180000007152557,,2,2,,1,,,,,2,,1,78,2,1,31
0.860000014305115,,3,1,2,,,,,9,,481000,2,44,4,1,33
1.35000002384186,,3,2,,1,,,,,4,611000,2,26,4,1,23
0.990000009536743,,2,2,,2,,,,,2,339000,1,27,3,1,55
0.810000002384186,,3,1,2,,,,,4,,611000,2,57,2,1,61
0.439999997615814,,2,2,,1,,,,4,,,1,55,2,3,32
0.28999999165535,,2,2,,2,,,,,6,,1,68,4,1,59
0.800000011920929,,3,2,,1,,,,1,,,1,49,1,2,59
0.349999994039536,,3,2,,2,,,,,,,2,85,2,1,23
0.959999978542328,,2,2,,2,,,,8,,713000,2,53,3,2,88
0.430000007152557,,2,2,,1,,,,,2,624000,2,40,4,1,43
1.01999998092651,,2,1,2,,,,,7,,445000,1,35,2,2,14
3.03999996185303,,3,1,2,,,,,7,,622000,2,23,3,1,34
1.13999998569489,,1,1,2,,,,,,,,1,19,1,1,64
3.13000011444092,,1,2,,2,,,,,,,2,27,3,2,33
0.639999985694885,,1,2,,1,,,,3,,,1,56,4,1,31
0.449999988079071,,2,2,,2,,,,7,,,2,71,2,2,13
1.23000001907349,,3,2,,1,,,,1,,,1,50,1,2,92
1.38999998569489,,1,2,,1,,,,,1,,1,77,2,1,42
0.920000016689301,,3,2,,1,,,,1,,,2,28,2,3,64
1.87999999523163,,1,1,2,,,,,4,,488000,2,36,3,1,56
0.579999983310699,,2,1,1,,,,,3,,,1,58,3,2,59
0.409999996423721,,1,2,,2,,,,5,,,2,71,3,1,22
2.0699999332428,,3,1,1,,,,,6,,,1,78,1,1,93
0.680000007152557,,1,2,,1,,,,,6,541700,1,42,4,1,23
0.680000007152557,,1,1,1,,,,,,6,,1,43,4,1,84
0.469999998807907,,3,2,,1,,,,7,,525000,2,62,2,1,53
0.699999988079071,,3,1,2,,,,,8,,721000,2,49,2,1,52
1.39999997615814,,1,1,1,,,,,6,,,1,67,2,1,22
1.3400000333786,,1,2,,1,,,,1,,,1,24,3,2,74
0.469999998807907,,3,2,,1,,,,,5,621000,2,52,3,1,22
1.97000002861023,,2,2,,1,,,,6,,611000,2,38,3,1,31
0.409999996423721,,1,2,,1,,,,,3,,2,62,2,1,93
0.239999994635582,,1,2,,1,,,,,2,611000,1,34,4,1,34
1.5900000333786,,3,2,,1,,,,,4,922000,2,53,4,1,23
0.419999986886978,,3,2,,2,,,,7,,,2,77,3,1,32
0.670000016689301,,3,2,,1,,,,,1,721000,1,36,2,1,93
0.980000019073486,,2,1,2,,,,,1,,722000,2,19,2,1,93
0.560000002384186,,1,2,,1,,,,,3,611000,2,41,3,2,14
1.12999999523163,,3,2,,1,,,,,,,2,20,1,1,86
1.57000005245209,,2,1,1,,,,,1,,,2,20,3,1,14
2.86999988555908,,3,2,,1,,,,5,,,1,60,2,1,63
0.839999973773956,,1,1,2,,,,,8,,,2,42,3,2,57
0.730000019073486,,3,2,,1,,,,,2,,1,73,2,1,57
0.980000019073486,,3,2,,2,,,,1,,,2,45,2,1,23
0.349999994039536,,1,1,2,,,,,9,,813900,2,54,2,2,31
2.07999992370605,,3,2,,2,,,,3,,339000,1,21,3,1,63
1.35000002384186,,2,2,,2,,,,6,,,2,56,2,1,62
0.910000026226044,,3,2,,1,,,,4,,722000,1,44,1,1,92
2.28999996185303,,1,1,1,,,,,2,,,1,44,1,2,52
0.200000002980232,,3,1,1,,,,,7,,,2,70,4,1,84
0.720000028610229,,2,2,,2,,,,8,,611000,2,51,2,1,56
0.560000002384186,,2,1,1,,,,,1,,,2,55,2,1,23
0.959999978542328,,1,2,,2,,,,4,,622000,1,51,2,1,74
0.629999995231628,,2,2,,1,,,,1,,,2,52,4,1,22
1.86000001430511,,2,2,,2,,,,8,,622000,2,56,1,1,54
0.689999997615814,,1,2,,2,,,,,2,,1,61,2,1,94
0.259999990463257,,1,2,,1,,,,6,,451000,1,28,4,1,92
0.980000019073486,,1,2,,2,,,,,1,,1,77,3,1,85
0.270000010728836,,3,2,,2,,,,8,,,1,44,2,2,73
1.60000002384186,,1,2,,1,,,,,,,1,40,1,1,11
1.20000004768372,,3,2,,1,,,,3,,,1,54,3,2,74
1.75,,2,1,2,,,,,1,,,1,19,3,1,16
0.639999985694885,,2,1,2,,,,,8,,,1,41,4,2,35
1.04999995231628,,1,2,,1,,,,,,,2,39,2,2,61
0.720000028610229,,2,2,,2,,,,8,,623000,2,53,3,2,22
1.23000001907349,,2,2,,1,,,,1,,722000,2,19,3,1,35
0.439999997615814,,1,2,,1,,,,,,,1,72,1,1,91
0.579999983310699,,1,2,,2,,,,,,,2,30,2,2,93
0.759999990463257,,1,1,2,,,,,5,,623000,1,64,1,1,74
0.589999973773956,,3,2,,2,,,,2,,,2,47,3,1,51
0.75,,3,2,,1,,,,6,,,1,62,4,2,92
0.479999989271164,,1,2,,2,,,,,7,541900,1,57,4,1,93
4.46000003814697,,3,2,,1,,,,1,,,2,29,2,1,35
0.46000000834465,,2,2,,1,,,,4,,,1,60,3,1,95
4.46000003814697,,3,2,,1,,,,1,,,1,22,3,2,91
0.620000004768372,,1,2,,2,,,,,3,713000,1,57,4,2,59
0.319999992847443,,3,2,,1,,,,5,,,1,30,1,2,81
1.00999999046326,,3,2,,1,,,,8,,237000,1,40,1,1,43
1.87999999523163,,2,1,2,,,,,7,,,2,50,3,2,86
0.449999988079071,,2,2,,1,,,,4,,,1,57,2,1,73
0.370000004768372,,3,2,,1,,,,,2,921000,2,55,3,1,56
2.01999998092651,,1,1,2,,,,,,2,339000,1,49,2,1,34
1.20000004768372,,2,2,,1,,,,,7,336000,1,53,3,1,34
1.54999995231628,,3,1,2,,,,,5,,,2,72,4,1,57
1.04999995231628,,1,2,,1,,,,,4,624000,2,49,4,1,61
0.990000009536743,,3,1,1,,,,,,3,491000,1,55,2,1,14
0.419999986886978,,1,1,1,,,,,3,,,1,58,4,2,21
0.959999978542328,,1,2,,1,,,,2,,111000,1,40,2,1,93
3.14000010490417,,1,2,,2,,,,6,,,1,61,2,1,52
0.629999995231628,,1,2,,1,,,,4,,441000,1,37,3,2,31
0.550000011920929,,1,2,,1,,,,,1,611000,2,54,3,1,52
0.689999997615814,,1,1,2,,,,,2,,,1,48,1,1,43
0.579999983310699,,3,2,,1,,,,4,,,1,62,2,1,32
0.259999990463257,,1,2,,2,,,,5,,,2,64,3,1,74
1.07000005245209,,1,1,2,,,,,,3,813900,2,33,3,1,59
1.14999997615814,,3,2,,1,,,,6,,,2,71,2,1,43
1.16999995708466,,1,2,,1,,,,2,,,2,65,2,1,59
0.959999978542328,,1,1,2,,,,,,2,,1,85,2,1,32
0.219999998807907,,1,2,,1,,,,1,,,2,60,3,1,56
1.62000000476837,,1,1,1,,,,,,4,519000,1,28,3,1,56
0.990000009536743,,2,2,,1,,,,,2,323000,1,49,2,1,54
2.36999988555908,,1,2,,2,,,,8,,541900,1,29,2,2,59
0.389999985694885,,1,2,,1,,,,6,,611000,2,36,3,2,85
1.4099999666214,,3,2,,2,,,,1,,,2,56,2,1,32
3.92000007629395,,3,2,,1,,,,5,,,2,72,1,1,72
0.25,,2,2,,2,,,,,,611000,2,45,3,1,21
1.55999994277954,,3,2,,1,,,,5,,,2,77,2,3,22
0.889999985694885,,3,2,,1,,,,,4,813900,1,40,3,2,59
1.75999999046326,,1,2,,1,,,,,,,2,68,2,1,32
1.23000001907349,,2,2,,2,,,,1,,,2,44,2,2,93
0.769999980926514,,1,2,,2,,,,,7,922000,2,56,4,1,61
0.939999997615814,,1,1,2,,,,,3,,444000,1,22,2,1,31
1.26999998092651,,1,1,1,,,,,2,,,2,29,2,2,32
0.629999995231628,,3,2,,2,,,,4,,,2,74,1,1,62
0.790000021457672,,1,2,,2,,,,7,,,2,54,2,1,32
1.37000000476837,,2,1,1,,,,,7,,443000,2,50,1,3,74
0.180000007152557,,1,1,2,,,,,,4,,2,72,3,1,74
